Institution,Faculty,Gender,Age,Level,Exposed_to_Content,Frequency,Content_Type,Awareness_Increased,Learned_Deforestation,Influenced_Views,Pay_Attention,Follow_Pages,Platforms_Used_Raw,Main_Platform,Interaction_Type,Pref_Instagram,Pref_Twitter,Pref_WhatsApp,Pref_YouTube,Changed_Behavior,Actions_Taken_Raw,Social_Media_Motivates,Conscious_Increase,Speak_More,Feel_Responsible,Effective_Factor,Suggestions
University of Ibadan (UI),Arts,Male,16–20,300 Level,Yes,Daily,Videos/Documentaries,4,4,3,4,Yes,WhatsApp,Facebook,Like only,2,5,5,4,Yes,Stopped Harmful Products,5,5,4,2,Strong visuals,None
Lead City University (LCU),Applied Sciences,Female,21–25,200 Level,No,Not Applicable,None,3,3,3,3,No,Twitter (X),Facebook,Like only,3,2,5,2,No,None,5,5,3,4,Simplicity and clarity,None
"The Polytechnic, Ibadan",Engineering,Male,21–25,400 Level,No,Not Applicable,None,3,3,3,3,No,Twitter (X),Facebook,I only view/read,5,4,5,4,No,None,4,5,3,3,Real-life statistics,None
"Federal College of Agriculture, Ibadan",Agriculture,Female,21–25,400 Level,Yes,Weekly,Articles/Posts,4,4,2,2,No,WhatsApp,WhatsApp,Share/Repost,5,5,3,2,Not sure,None,4,4,4,3,Emotional storytelling,None
University of Ibadan (UI),Social Sciences,Female,21–25,300 Level,Yes,Daily,Articles/Posts,5,4,5,5,No,"Facebook, WhatsApp, TikTok",Instagram,Like & Comment,3,2,4,2,Yes,Shared Content,3,3,5,1,Strong visuals,None
University of Ibadan (UI),Science,Male,21–25,200 Level,Yes,Rarely,Campaign Flyers,2,2,3,4,No,WhatsApp,Facebook,Like only,3,2,3,4,No,None,4,5,2,3,Influencer promotion,None
"Federal College of Agriculture, Ibadan",Agriculture,Female,16–20,100 Level,Yes,Rarely,Images/Posters,3,3,3,4,Not sure,Twitter (X),Instagram,Like only,5,2,4,5,No,None,3,3,5,3,Strong visuals,Good job
"Federal College of Agriculture, Ibadan",Horticulture,Female,16–20,400 Level,Yes,Weekly,Campaign Flyers,5,5,3,2,No,Facebook,Twitter (X),Share/Repost,4,4,4,4,Yes,Shared Content,4,2,3,2,Strong visuals,None
"Federal College of Agriculture, Ibadan",Horticulture,Male,21–25,300 Level,Yes,Rarely,Videos/Documentaries,3,4,4,2,Yes,WhatsApp,Facebook,Like & Comment,3,5,4,4,No,None,4,3,3,4,Strong visuals,Make it relatable
"Federal College of Agriculture, Ibadan",Agriculture,Female,26–30,500 Level / Postgraduate,Yes,Weekly,Images/Posters,5,5,3,4,No,Instagram,Twitter (X),Like & Comment,3,2,5,4,No,None,4,5,3,3,Simplicity and clarity,None
University of Ibadan (UI),Renewable Natural Resources,Male,16–20,100 Level,Yes,Weekly,Videos/Documentaries,2,4,5,5,No,"WhatsApp, Instagram",WhatsApp,Like & Comment,3,3,5,3,Yes,Joined Group,3,3,2,3,Real-life statistics,None
University of Ibadan (UI),Arts,Male,16–20,500 Level / Postgraduate,No,Not Applicable,None,3,3,3,3,No,WhatsApp,Instagram,I only view/read,4,5,5,4,No,None,4,2,3,2,Strong visuals,None
"The Polytechnic, Ibadan",Business,Male,26–30,500 Level / Postgraduate,Yes,Daily,Images/Posters,3,5,4,3,No,Facebook,Instagram,Like only,4,3,5,4,Yes,"Shared Content, Stopped Harmful Products",3,5,3,3,Strong visuals,None
Lead City University (LCU),Applied Sciences,Female,21–25,300 Level,Yes,Weekly,Infographics,3,5,4,4,No,TikTok,WhatsApp,Like only,4,4,4,3,Yes,Joined Group,5,2,2,3,Strong visuals,None
University of Ibadan (UI),Social Sciences,Female,16–20,200 Level,Yes,Daily,Images/Posters,5,5,2,3,No,Instagram,TikTok,I only view/read,5,5,4,3,No,None,4,3,5,5,Strong visuals,None
Lead City University (LCU),Applied Sciences,Female,21–25,400 Level,Yes,Weekly,Campaign Flyers,2,5,5,2,No,WhatsApp,Twitter (X),I only view/read,5,3,5,4,Yes,Joined Group,3,4,3,3,Strong visuals,None
Lead City University (LCU),Management,Male,21–25,200 Level,Yes,Rarely,Videos/Documentaries,3,3,5,2,No,WhatsApp,Twitter (X),Like & Comment,5,2,5,4,No,None,4,3,3,4,Real-life statistics,Good job
"Federal College of Agriculture, Ibadan",Horticulture,Male,16–20,200 Level,No,Not Applicable,None,3,3,3,3,No,"Instagram, Twitter (X)",Facebook,I only view/read,4,3,5,4,No,None,2,1,3,3,Emotional storytelling,None
Lead City University (LCU),Management,Female,21–25,100 Level,No,Not Applicable,None,3,3,3,3,No,Twitter (X),Facebook,Like & Comment,2,4,2,2,No,None,4,4,1,4,Strong visuals,None
Lead City University (LCU),Management,Female,21–25,200 Level,Yes,Daily,Images/Posters,5,4,4,2,Yes,"Facebook, WhatsApp",Instagram,Like only,3,3,5,2,Yes,"Joined Group, Shared Content",5,5,4,5,Emotional storytelling,None
"The Polytechnic, Ibadan",Science,Female,21–25,100 Level,Yes,Weekly,Images/Posters,4,4,4,4,Yes,"Instagram, WhatsApp",Facebook,Participate in Challenges/Campaigns,3,4,5,4,No,None,1,4,3,5,Strong visuals,None
"The Polytechnic, Ibadan",Science,Male,21–25,200 Level,Yes,Weekly,Articles/Posts,4,4,4,3,No,Instagram,TikTok,Share/Repost,2,4,4,2,Yes,"Shared Content, Tree-planting",3,3,3,3,Simplicity and clarity,Good job
Lead City University (LCU),Management,Female,21–25,200 Level,No,Not Applicable,None,3,3,3,3,No,Twitter (X),Instagram,Share/Repost,4,3,4,2,No,None,3,4,5,4,Strong visuals,None
Lead City University (LCU),Law,Female,16–20,100 Level,Yes,Rarely,Videos/Documentaries,2,4,3,2,No,Facebook,TikTok,Like & Comment,5,3,5,3,No,None,3,4,3,3,Simplicity and clarity,None
Lead City University (LCU),Applied Sciences,Male,26–30,300 Level,No,Not Applicable,None,3,3,3,3,No,"Instagram, Facebook, YouTube",WhatsApp,I only view/read,3,4,2,1,No,None,3,3,2,4,Real-life statistics,None
"Federal College of Agriculture, Ibadan",Horticulture,Female,26–30,500 Level / Postgraduate,Yes,Weekly,Campaign Flyers,5,5,2,5,Yes,"Instagram, Facebook",WhatsApp,Participate in Challenges/Campaigns,4,3,3,4,Not sure,None,4,5,4,3,Emotional storytelling,None
"The Polytechnic, Ibadan",Engineering,Male,16–20,300 Level,Yes,Weekly,Videos/Documentaries,5,2,3,3,Yes,WhatsApp,Facebook,Like only,3,4,5,4,Yes,Stopped Harmful Products,3,1,3,3,Simplicity and clarity,None
University of Ibadan (UI),Social Sciences,Male,21–25,100 Level,No,Not Applicable,None,3,3,3,3,No,Facebook,Twitter (X),Like & Comment,5,2,5,4,No,None,2,5,4,2,Real-life statistics,None
Lead City University (LCU),Law,Male,Above 30,500 Level / Postgraduate,Yes,Weekly,Images/Posters,3,5,5,3,Yes,WhatsApp,Twitter (X),Share/Repost,4,2,4,4,No,None,2,2,4,3,Emotional storytelling,Collaborate with schools
University of Ibadan (UI),Social Sciences,Female,26–30,300 Level,Yes,Weekly,Images/Posters,4,2,5,5,No,Instagram,Facebook,Like & Comment,4,1,4,4,Not sure,None,5,5,2,3,Influencer promotion,None
University of Ibadan (UI),Science,Female,21–25,200 Level,Yes,Daily,Videos/Documentaries,5,4,4,5,Yes,WhatsApp,YouTube,Like & Comment,5,2,4,5,No,None,4,5,3,4,Influencer promotion,None
University of Ibadan (UI),Renewable Natural Resources,Female,26–30,100 Level,Yes,Weekly,Videos/Documentaries,5,3,3,3,No,"Facebook, Instagram, WhatsApp, TikTok",TikTok,Like only,2,5,3,2,No,None,3,1,4,2,Emotional storytelling,Make it relatable
Lead City University (LCU),Applied Sciences,Female,26–30,100 Level,No,Not Applicable,None,3,3,3,3,No,WhatsApp,YouTube,Participate in Challenges/Campaigns,4,2,5,5,No,None,4,3,3,3,Strong visuals,Make it relatable
"Federal College of Agriculture, Ibadan",Horticulture,Female,16–20,300 Level,Yes,Weekly,Campaign Flyers,3,5,4,3,No,Facebook,WhatsApp,Like & Comment,4,5,4,3,No,None,2,3,4,2,Simplicity and clarity,Collaborate with schools
Lead City University (LCU),Applied Sciences,Female,Above 30,400 Level,Yes,Daily,Articles/Posts,3,5,3,3,No,Facebook,Facebook,I only view/read,4,4,3,3,Not sure,None,3,4,3,2,Influencer promotion,None
University of Ibadan (UI),Renewable Natural Resources,Female,21–25,100 Level,Yes,Daily,Images/Posters,5,4,4,4,No,Facebook,WhatsApp,Participate in Challenges/Campaigns,3,1,4,2,No,None,3,5,3,4,Strong visuals,None
"The Polytechnic, Ibadan",Science,Female,21–25,200 Level,Yes,Rarely,Videos/Documentaries,3,3,2,3,No,Twitter (X),Twitter (X),Like & Comment,5,2,3,3,No,None,4,3,2,3,Simplicity and clarity,Collaborate with schools
"The Polytechnic, Ibadan",Science,Male,21–25,200 Level,Not sure,Not Applicable,None,3,3,3,3,No,WhatsApp,Facebook,I only view/read,1,2,5,2,No,None,5,5,4,4,Strong visuals,None
Lead City University (LCU),Law,Female,26–30,200 Level,Yes,Weekly,Images/Posters,5,4,2,5,Yes,"Facebook, WhatsApp, YouTube",Facebook,Share/Repost,4,3,4,3,Yes,Shared Content,4,5,2,3,Strong visuals,Make it relatable
Lead City University (LCU),Law,Female,16–20,400 Level,Yes,Weekly,Campaign Flyers,3,3,2,4,No,"Twitter (X), Facebook",WhatsApp,Like & Comment,4,2,5,4,No,None,2,4,2,1,Emotional storytelling,Good job
University of Ibadan (UI),Renewable Natural Resources,Female,21–25,500 Level / Postgraduate,Yes,Rarely,Infographics,4,3,3,4,Yes,Facebook,Facebook,I only view/read,3,2,3,2,No,None,3,3,2,1,Influencer promotion,Good job
"The Polytechnic, Ibadan",Business,Female,16–20,300 Level,Yes,Weekly,Articles/Posts,4,4,3,3,Yes,"WhatsApp, Facebook, TikTok, Instagram",TikTok,Like only,5,3,3,3,No,None,3,4,4,3,Emotional storytelling,None
"The Polytechnic, Ibadan",Engineering,Male,21–25,100 Level,Yes,Weekly,Images/Posters,4,3,3,5,Yes,WhatsApp,Instagram,Like only,4,1,5,4,No,None,5,4,3,3,Strong visuals,Collaborate with schools
"Federal College of Agriculture, Ibadan",Agriculture,Male,21–25,500 Level / Postgraduate,Yes,Rarely,Articles/Posts,3,3,1,1,No,Twitter (X),WhatsApp,I only view/read,2,4,5,3,No,None,1,3,1,1,Strong visuals,None
University of Ibadan (UI),Renewable Natural Resources,Female,21–25,300 Level,Yes,Daily,Images/Posters,4,5,4,5,No,Facebook,Instagram,Like only,4,3,5,3,Yes,"Stopped Harmful Products, Shared Content",4,4,4,3,Strong visuals,None
University of Ibadan (UI),Science,Female,16–20,100 Level,No,Not Applicable,None,3,3,3,3,No,"TikTok, WhatsApp, Instagram",TikTok,Like & Comment,5,3,4,3,No,None,4,2,3,3,Strong visuals,Collaborate with schools
University of Ibadan (UI),Science,Male,16–20,100 Level,Yes,Daily,Campaign Flyers,4,3,5,4,Yes,"Instagram, Facebook",WhatsApp,Like & Comment,5,3,4,4,Yes,"Joined Group, Shared Content",5,5,4,4,Simplicity and clarity,More videos
Lead City University (LCU),Law,Male,Above 30,100 Level,Yes,Weekly,Images/Posters,5,4,4,3,Yes,"Instagram, TikTok",Facebook,Participate in Challenges/Campaigns,5,2,5,4,No,None,4,4,4,3,Real-life statistics,None
University of Ibadan (UI),Social Sciences,Male,21–25,200 Level,Yes,Weekly,Images/Posters,4,4,3,2,Yes,Facebook,Twitter (X),Participate in Challenges/Campaigns,5,5,5,4,No,None,2,4,2,3,Real-life statistics,Collaborate with schools
Lead City University (LCU),Applied Sciences,Female,16–20,200 Level,No,Not Applicable,None,3,3,3,3,No,"WhatsApp, Twitter (X)",Facebook,Participate in Challenges/Campaigns,4,4,5,4,No,None,1,2,1,2,Strong visuals,None
"The Polytechnic, Ibadan",Science,Female,21–25,200 Level,Yes,Daily,Articles/Posts,5,5,5,3,No,"Twitter (X), TikTok",TikTok,Like & Comment,2,5,4,2,No,None,5,5,4,5,Strong visuals,Make it relatable
"The Polytechnic, Ibadan",Engineering,Female,16–20,500 Level / Postgraduate,Yes,Rarely,Infographics,2,5,1,4,No,"Instagram, WhatsApp",Instagram,Like only,2,3,4,3,No,None,3,3,4,3,Real-life statistics,None
"The Polytechnic, Ibadan",Business,Female,26–30,300 Level,Yes,Rarely,Campaign Flyers,4,4,2,2,Yes,WhatsApp,Facebook,Like only,4,2,4,3,No,None,1,3,2,2,Simplicity and clarity,Make it relatable
Lead City University (LCU),Applied Sciences,Male,21–25,400 Level,No,Not Applicable,None,3,3,3,3,No,"Facebook, YouTube",I do not engage,Like only,2,4,5,5,Yes,Shared Content,4,4,4,3,Influencer promotion,None
"Federal College of Agriculture, Ibadan",Horticulture,Female,21–25,200 Level,Not sure,Not Applicable,None,3,3,3,3,No,"Instagram, WhatsApp, Twitter (X)",Facebook,Like & Comment,3,3,3,5,No,None,2,3,4,1,Strong visuals,Make it relatable
"The Polytechnic, Ibadan",Engineering,Male,16–20,300 Level,Yes,Weekly,Campaign Flyers,2,3,2,3,Not sure,Facebook,Facebook,Participate in Challenges/Campaigns,4,4,4,3,Yes,Stopped Harmful Products,2,2,4,4,Influencer promotion,None
Lead City University (LCU),Applied Sciences,Male,21–25,300 Level,Yes,Rarely,Images/Posters,4,4,1,3,No,"Instagram, TikTok",Twitter (X),I only view/read,5,5,4,3,No,None,3,3,3,4,Strong visuals,None
Lead City University (LCU),Applied Sciences,Male,21–25,100 Level,Yes,Weekly,Campaign Flyers,5,4,3,4,No,"Instagram, WhatsApp",Facebook,Like & Comment,3,4,5,3,No,None,4,2,2,2,Strong visuals,More videos
"The Polytechnic, Ibadan",Engineering,Male,21–25,200 Level,Yes,Weekly,Articles/Posts,3,3,3,4,Not sure,WhatsApp,Facebook,Like & Comment,4,3,4,2,No,None,4,5,3,5,Strong visuals,Collaborate with schools
Lead City University (LCU),Management,Female,21–25,100 Level,Yes,Rarely,Images/Posters,2,3,1,1,Yes,Facebook,Instagram,Like only,4,3,4,5,No,None,4,3,3,3,Strong visuals,None
"Federal College of Agriculture, Ibadan",Horticulture,Female,21–25,100 Level,No,Not Applicable,None,3,3,3,3,No,"WhatsApp, Twitter (X)",Instagram,Participate in Challenges/Campaigns,5,3,4,5,No,None,3,5,2,2,Emotional storytelling,None
"The Polytechnic, Ibadan",Science,Male,21–25,200 Level,Yes,Weekly,Articles/Posts,3,5,5,4,No,WhatsApp,Facebook,Like only,4,2,5,3,No,None,3,4,1,5,Strong visuals,None
"Federal College of Agriculture, Ibadan",Agriculture,Male,16–20,100 Level,Yes,Daily,Videos/Documentaries,5,5,3,5,No,"Instagram, Twitter (X), Facebook",Instagram,Participate in Challenges/Campaigns,3,2,4,4,Yes,Shared Content,4,4,2,4,Emotional storytelling,None
University of Ibadan (UI),Arts,Male,16–20,100 Level,Yes,Daily,Images/Posters,5,4,5,5,Yes,Twitter (X),WhatsApp,I only view/read,4,3,4,4,Yes,Shared Content,5,5,5,5,Strong visuals,More videos
Lead City University (LCU),Management,Male,16–20,300 Level,Yes,Weekly,Articles/Posts,3,5,4,2,Yes,Twitter (X),Twitter (X),Like only,3,2,5,3,Not sure,None,2,4,3,3,Simplicity and clarity,More videos
"The Polytechnic, Ibadan",Engineering,Female,16–20,300 Level,Yes,Weekly,Campaign Flyers,4,5,4,2,No,"WhatsApp, Facebook",Instagram,Like only,3,3,4,4,No,None,4,4,3,3,Strong visuals,Make it relatable
University of Ibadan (UI),Science,Male,21–25,500 Level / Postgraduate,Yes,Rarely,Articles/Posts,2,3,3,3,Yes,"WhatsApp, Facebook",Instagram,Like only,4,2,3,3,No,None,3,4,3,1,Real-life statistics,None
"Federal College of Agriculture, Ibadan",Horticulture,Female,26–30,300 Level,No,Not Applicable,None,3,3,3,3,No,"WhatsApp, Facebook",Facebook,Like & Comment,5,4,5,2,No,None,3,4,4,3,Strong visuals,Make it relatable
"Federal College of Agriculture, Ibadan",Agriculture,Female,16–20,300 Level,Yes,Rarely,Images/Posters,4,2,3,2,Yes,"Facebook, WhatsApp",Facebook,I only view/read,4,2,4,4,No,None,3,4,4,3,Simplicity and clarity,More videos
Lead City University (LCU),Applied Sciences,Female,16–20,400 Level,Yes,Daily,Videos/Documentaries,4,5,3,4,No,"Twitter (X), WhatsApp",Instagram,Like & Comment,3,3,4,2,Yes,Shared Content,2,4,3,5,Real-life statistics,None
"The Polytechnic, Ibadan",Science,Female,16–20,400 Level,Yes,Weekly,Images/Posters,3,5,3,3,Not sure,YouTube,Facebook,I only view/read,4,4,4,1,Yes,Shared Content,2,4,4,3,Strong visuals,Collaborate with schools
Lead City University (LCU),Law,Female,26–30,400 Level,No,Not Applicable,None,3,3,3,3,No,WhatsApp,Twitter (X),Share/Repost,4,3,4,5,No,None,2,5,4,4,Simplicity and clarity,None
"Federal College of Agriculture, Ibadan",Horticulture,Male,Above 30,400 Level,No,Not Applicable,None,3,3,3,3,No,WhatsApp,WhatsApp,I only view/read,5,2,3,5,No,None,3,4,2,4,Simplicity and clarity,None
"The Polytechnic, Ibadan",Science,Female,16–20,500 Level / Postgraduate,Yes,Weekly,Videos/Documentaries,4,4,5,5,No,"WhatsApp, Twitter (X)",YouTube,Like only,2,4,5,4,No,None,2,5,3,3,Emotional storytelling,None
Lead City University (LCU),Applied Sciences,Male,26–30,400 Level,Yes,Daily,Campaign Flyers,3,2,5,2,No,Twitter (X),WhatsApp,Like & Comment,2,4,4,4,Yes,"Shared Content, Tree-planting",3,3,5,5,Influencer promotion,More videos
University of Ibadan (UI),Renewable Natural Resources,Male,21–25,100 Level,Yes,Weekly,Images/Posters,4,2,3,5,Yes,WhatsApp,Instagram,Like & Comment,4,3,5,4,Yes,"Shared Content, Stopped Harmful Products",4,2,4,3,Influencer promotion,Make it relatable
"Federal College of Agriculture, Ibadan",Agriculture,Male,26–30,400 Level,No,Not Applicable,None,3,3,3,3,No,"Facebook, WhatsApp, TikTok, Twitter (X)",Instagram,I only view/read,4,3,4,2,No,None,2,4,2,2,Influencer promotion,Make it relatable
"Federal College of Agriculture, Ibadan",Agriculture,Male,16–20,300 Level,Yes,Weekly,Infographics,4,5,2,5,Yes,WhatsApp,Instagram,I only view/read,4,5,5,5,No,None,3,3,5,2,Simplicity and clarity,None
University of Ibadan (UI),Science,Male,16–20,100 Level,Yes,Rarely,Videos/Documentaries,3,3,2,2,Yes,"Twitter (X), Facebook",Twitter (X),I only view/read,3,5,4,2,Yes,"Stopped Harmful Products, Joined Group",5,1,1,4,Emotional storytelling,None
"The Polytechnic, Ibadan",Engineering,Female,26–30,300 Level,Yes,Weekly,Articles/Posts,2,5,5,5,No,WhatsApp,Facebook,Like only,4,3,5,4,No,None,3,4,3,4,Strong visuals,Good job
University of Ibadan (UI),Social Sciences,Female,21–25,400 Level,Yes,Weekly,Infographics,4,4,3,4,No,"TikTok, Instagram, Facebook",I do not engage,Like only,5,3,5,5,Yes,Stopped Harmful Products,5,3,3,5,Influencer promotion,None
"Federal College of Agriculture, Ibadan",Agriculture,Male,21–25,100 Level,Yes,Weekly,Articles/Posts,4,3,3,3,Yes,"YouTube, WhatsApp, TikTok, Instagram",I do not engage,Like only,2,4,4,4,No,None,2,5,4,3,Emotional storytelling,Collaborate with schools
University of Ibadan (UI),Renewable Natural Resources,Male,21–25,200 Level,Yes,Daily,Infographics,3,5,5,5,No,"Instagram, WhatsApp",Instagram,I only view/read,5,3,4,3,No,None,4,5,5,4,Emotional storytelling,Make it relatable
University of Ibadan (UI),Social Sciences,Female,16–20,100 Level,Yes,Rarely,Infographics,4,4,2,2,Yes,WhatsApp,Twitter (X),Share/Repost,4,2,4,3,No,None,3,3,3,2,Emotional storytelling,None
Lead City University (LCU),Applied Sciences,Female,16–20,300 Level,Yes,Weekly,Infographics,4,4,3,4,No,"WhatsApp, Facebook, YouTube",Facebook,Like & Comment,4,4,5,4,Yes,Joined Group,4,3,5,3,Strong visuals,None
"The Polytechnic, Ibadan",Science,Male,16–20,200 Level,Yes,Weekly,Videos/Documentaries,5,3,2,3,Yes,Facebook,Instagram,I only view/read,5,4,3,1,No,None,3,4,4,3,Simplicity and clarity,Make it relatable
"Federal College of Agriculture, Ibadan",Agriculture,Male,16–20,400 Level,Yes,Weekly,Infographics,3,4,2,3,Yes,Twitter (X),Twitter (X),Like only,3,4,4,5,Yes,"Shared Content, Stopped Harmful Products",5,3,4,3,Strong visuals,None
University of Ibadan (UI),Science,Male,16–20,200 Level,Yes,Weekly,Videos/Documentaries,3,3,3,4,No,"WhatsApp, Facebook",Facebook,Like & Comment,5,3,4,3,Yes,"Shared Content, Stopped Harmful Products",4,3,3,3,Strong visuals,None
Lead City University (LCU),Law,Male,21–25,200 Level,Yes,Rarely,Images/Posters,2,1,4,3,No,"Facebook, WhatsApp",Instagram,I only view/read,5,4,4,4,No,None,3,3,2,4,Strong visuals,More videos
University of Ibadan (UI),Social Sciences,Male,Above 30,200 Level,Yes,Daily,Images/Posters,5,4,4,3,No,"WhatsApp, Facebook",I do not engage,Like & Comment,2,3,1,3,Yes,Joined Group,5,5,4,4,Strong visuals,Collaborate with schools
Lead City University (LCU),Law,Female,16–20,200 Level,Yes,Rarely,Images/Posters,2,4,3,3,No,"WhatsApp, Instagram",Twitter (X),Like & Comment,3,4,3,4,No,None,1,4,4,3,Real-life statistics,More videos
University of Ibadan (UI),Social Sciences,Female,21–25,200 Level,Yes,Rarely,Videos/Documentaries,4,4,3,3,Yes,YouTube,Twitter (X),I only view/read,4,5,5,3,Yes,"Joined Group, Shared Content",2,2,2,2,Influencer promotion,Collaborate with schools
Lead City University (LCU),Law,Male,16–20,400 Level,No,Not Applicable,None,3,3,3,3,No,Facebook,Instagram,Like only,4,1,2,4,Yes,Shared Content,4,4,4,4,Simplicity and clarity,More videos
Lead City University (LCU),Law,Female,16–20,200 Level,Yes,Rarely,Campaign Flyers,4,3,3,2,Yes,"WhatsApp, Facebook, Instagram",Instagram,I only view/read,4,4,5,2,No,None,3,4,2,2,Influencer promotion,None
Lead City University (LCU),Applied Sciences,Female,21–25,200 Level,Yes,Weekly,Articles/Posts,3,2,4,5,No,"Instagram, YouTube, Facebook",Facebook,Like only,3,2,2,3,Yes,Joined Group,4,3,4,3,Simplicity and clarity,Good job
"The Polytechnic, Ibadan",Business,Female,16–20,100 Level,No,Not Applicable,None,3,3,3,3,No,"Twitter (X), WhatsApp",Instagram,Like & Comment,4,3,3,2,No,None,4,5,2,3,Emotional storytelling,Collaborate with schools
"The Polytechnic, Ibadan",Engineering,Male,16–20,200 Level,Yes,Weekly,Videos/Documentaries,5,3,5,5,No,"Facebook, WhatsApp, Instagram, TikTok",Twitter (X),Participate in Challenges/Campaigns,5,2,5,3,No,None,3,4,4,1,Strong visuals,None
University of Ibadan (UI),Science,Female,26–30,300 Level,Not sure,Not Applicable,None,3,3,3,3,No,"TikTok, Twitter (X)",I do not engage,Like only,3,4,4,4,No,None,3,3,3,2,Emotional storytelling,Good job
